id,name,types,card_id,card_name,card_rarity,card_count
d-dp1-3,Royal Frost,"[""Water"", ""Metal""]",dp1-125,Water Energy,Common,18
d-dp1-3,Royal Frost,"[""Water"", ""Metal""]",dp1-130,Metal Energy,Common,6
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-99,Garchomp,Rare Holo,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-99,Garchomp,Rare,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-98,Gabite,Uncommon,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-96,Gible,Common,3
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-67,Lucario,Rare,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-66,Riolu,Common,3
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-69,Hippowdon,Rare,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-68,Hippopotas,Common,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-113,Gumshoos,Uncommon,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-112,Yungoos,Common,3
d-sm5-1,Mach Strike,"[""Fighting""]",sm3-69,Solrock,Uncommon,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-53,Spiritomb,Uncommon,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-115,Type: Null,Rare,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm1-114,Big Malasada,Uncommon,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-119,Cynthia,Uncommon,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-122,Escape Board,Uncommon,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm3-114,Escape Rope,Uncommon,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm1-120,Hau,Uncommon,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-126,Looker,Uncommon,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm1-123,Nest Ball,Uncommon,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm5-132,Pal Pad,Uncommon,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm1-128,Professor Kukui,Uncommon,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm2-130,Rescue Stretcher,Uncommon,1
d-sm5-1,Mach Strike,"[""Fighting""]",sm1-134,Timer Ball,Uncommon,2
d-sm5-1,Mach Strike,"[""Fighting""]",sm2-169,Fighting Energy,,20
d-sm5-2,Imperial Command,"[""Water""]",sm5-34,Empoleon,Rare Holo,1
d-sm5-2,Imperial Command,"[""Water""]",sm5-34,Empoleon,Rare,1
d-sm5-2,Imperial Command,"[""Water""]",sm5-33,Prinplup,Uncommon,2
d-sm5-2,Imperial Command,"[""Water""]",sm5-31,Piplup,Common,3
d-sm5-2,Imperial Command,"[""Water""]",sm5-38,Abomasnow,Rare,2
d-sm5-2,Imperial Command,"[""Water""]",sm5-37,Snover,Common,3
d-sm5-2,Imperial Command,"[""Water""]",sm2-20,Alolan Sandslash,Rare,2
d-sm5-2,Imperial Command,"[""Water""]",sm5-28,Alolan Sandshrew,Common,2
d-sm5-2,Imperial Command,"[""Water""]",sm5-36,Floatzel,Uncommon,2
d-sm5-2,Imperial Command,"[""Water""]",sm5-35,Buizel,Common,2
d-sm5-2,Imperial Command,"[""Water""]",sm5-42,Manaphy,Uncommon,2
d-sm5-2,Imperial Command,"[""Water""]",sm1-36,Corsola,Uncommon,2
d-sm5-2,Imperial Command,"[""Water""]",sm2-119,Aqua Patch,Uncommon,1
d-sm5-2,Imperial Command,"[""Water""]",sm5-122,Escape Board,Uncommon,1
d-sm5-2,Imperial Command,"[""Water""]",sm3-114,Escape Rope,Uncommon,1
d-sm5-2,Imperial Command,"[""Water""]",sm1-120,Hau,Uncommon,2
d-sm5-2,Imperial Command,"[""Water""]",sm5-125,Lillie,Uncommon,1
d-sm5-2,Imperial Command,"[""Water""]",sm5-133,Pokémon Fan Club,Uncommon,2
d-sm5-2,Imperial Command,"[""Water""]",sm1-128,Professor Kukui,Uncommon,2
d-sm5-2,Imperial Command,"[""Water""]",sm2-130,Rescue Stretcher,Uncommon,1
d-sm5-2,Imperial Command,"[""Water""]",sm3-123,Sophocles,Uncommon,2
d-sm5-2,Imperial Command,"[""Water""]",sm1-134,Timer Ball,Uncommon,2
d-sm5-2,Imperial Command,"[""Water""]",sm1-135,Ultra Ball,Uncommon,1
d-sm5-2,Imperial Command,"[""Water""]",sm4-124,Water Energy,,20
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-27,Ho-Oh,Rare Holo,1
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-54,Cyndaquil,Common,4
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-45,Quilava,Uncommon,2
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-17,Typhlosion,Rare,1
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-61,Larvitar,Common,4
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-70,Pupitar,Common,2
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-79,Wooper,Common,4
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-44,Quagsire,Uncommon,1
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-73,Slugma,Common,4
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-41,Magcargo,Uncommon,1
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-20,Chansey,Rare,1
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-89,Professor Elm's Training Method,Uncommon,2
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-86,Mary's Request,Uncommon,1
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-84,Energy Switch,Uncommon,2
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-82,Energy Removal 2,Uncommon,2
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-95,Potion,Common,2
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex10-94,Energy Search,Common,2
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex9-102,Fire Energy,,13
d-ex10-1,Golden Sky,"[""Fire"", ""Fighting""]",ex9-106,Fighting Energy,,11
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-29,Lugia,Rare Holo,1
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-51,Chikorita,Common,4
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-35,Bayleef,Uncommon,2
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-9,Meganium,Rare,1
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-74,Snubbull,Common,4
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-39,Granbull,Uncommon,1
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-63,Natu,Common,4
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-49,Xatu,Uncommon,1
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-64,Oddish,Common,3
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-75,Spinarak,Common,3
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-32,Stantler,Rare,1
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-89,Professor Elm's Training Method,Uncommon,2
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-90,Protective Orb,Uncommon,2
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-85,Fluffy Berry,Uncommon,2
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-94,Energy Search,Common,2
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-95,Potion,Common,2
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex10-86,Mary's Request,Uncommon,1
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex9-101,Grass Energy,,18
d-ex10-2,Silvery Ocean,"[""Grass"", ""Psychic""]",ex9-105,Psychic Energy,,6
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-37,Regigigas,Rare Holo,1
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-9,Mamoswine,Rare,1
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-69,Piloswine,Uncommon,2
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-123,Swinub,Common,4
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-5,Gliscor,Rare,1
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-94,Gligar,Common,4
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-63,Marowak,Uncommon,2
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-90,Cubone,Common,4
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-124,Taillow,Common,4
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-117,Riolu,Common,2
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-134,Snowpoint Temple,Uncommon,1
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-131,Cynthia's Feelings,Uncommon,1
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-136,Technical Machine TS-1,Uncommon,2
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp6-133,Poké Radar,Uncommon,1
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp5-83,Mom's Kindness,Uncommon,2
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp5-90,Energy Search,Common,2
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp3-127,Potion,Common,2
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp1-125,Water Energy,,8
d-dp6-1,Bombardment,"[""Water"", ""Fighting""]",dp1-128,Fighting Energy,,16
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-30,Heatran,Rare Holo,1
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-10,Metagross,Rare,1
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-65,Metang,Uncommon,2
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-83,Beldum,Common,4
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-17,Yanmega,Rare,1
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-128,Yanma,Common,4
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-60,Ledian,Uncommon,2
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-104,Ledyba,Common,4
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-106,Meowth,Common,4
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-113,Pineco,Common,2
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-130,Buck's Training,Uncommon,2
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-131,Cynthia's Feelings,Uncommon,1
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-136,Technical Machine TS-1,Uncommon,2
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp6-133,Poké Radar,Uncommon,2
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp5-90,Energy Search,Common,2
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp3-127,Potion,Common,2
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp1-123,Grass Energy,,14
d-dp6-2,Metal Surge,"[""Metal"", ""Grass""]",dp5-95,Metal Energy,,10
d-swsh2-1,Zacian,"[""Metal""]",swsh2-139,Zacian,Rare Holo,1
d-swsh2-1,Zacian,"[""Metal""]",swsh2-139,Zacian,Rare,1
d-swsh2-1,Zacian,"[""Metal""]",swsh2-145,Unfezant,Rare,2
d-swsh2-1,Zacian,"[""Metal""]",swsh2-144,Tranquill,Uncommon,3
d-swsh2-1,Zacian,"[""Metal""]",swsh2-143,Pidove,Common,3
d-swsh2-1,Zacian,"[""Metal""]",swsh2-127,Galarian Perrserker,Rare,2
d-swsh2-1,Zacian,"[""Metal""]",swsh1-127,Galarian Meowth,Common,3
d-swsh2-1,Zacian,"[""Metal""]",swsh2-131,Probopass,Rare,2
d-swsh2-1,Zacian,"[""Metal""]",swsh2-96,Nosepass,Common,3
d-swsh2-1,Zacian,"[""Metal""]",swsh2-148,Hawlucha,Uncommon,2
d-swsh2-1,Zacian,"[""Metal""]",swsh2-158,Dan,Uncommon,2
d-swsh2-1,Zacian,"[""Metal""]",swsh1-164,Great Ball,Uncommon,2
d-swsh2-1,Zacian,"[""Metal""]",swsh1-165,Hop,Uncommon,4
d-swsh2-1,Zacian,"[""Metal""]",swsh1-170,Metal Saucer,Uncommon,2
d-swsh2-1,Zacian,"[""Metal""]",swsh1-173,Poké Kid,Uncommon,2
d-swsh2-1,Zacian,"[""Metal""]",swsh1-175,Pokémon Catcher,Uncommon,2
d-swsh2-1,Zacian,"[""Metal""]",swsh1-178,Professor's Research,Rare,2
d-swsh2-1,Zacian,"[""Metal""]",swsh2-167,Sonia,Uncommon,2
d-swsh2-1,Zacian,"[""Metal""]",swsh1-183,Switch,Uncommon,2
d-swsh2-1,Zacian,"[""Metal""]",sm1-163,Metal Energy,,18
d-swsh2-2,Zamazenta,"[""Metal""]",swsh2-140,Zamazenta,Rare Holo,1
d-swsh2-2,Zamazenta,"[""Metal""]",swsh2-140,Zamazenta,Rare,1
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-135,Corviknight,Rare,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-151,Corvisquire,Uncommon,3
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-150,Rookidee,Common,3
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-134,Bisharp,Uncommon,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-133,Pawniard,Common,3
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-131,Ferrothorn,Uncommon,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-130,Ferroseed,Common,3
d-swsh2-2,Zamazenta,"[""Metal""]",swsh2-138,Duraludon,Rare,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh2-158,Dan,Uncommon,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-164,Great Ball,Uncommon,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-165,Hop,Uncommon,4
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-170,Metal Saucer,Uncommon,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-173,Poké Kid,Uncommon,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-177,Potion,Uncommon,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-178,Professor's Research,Rare,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh2-167,Sonia,Uncommon,2
d-swsh2-2,Zamazenta,"[""Metal""]",swsh1-183,Switch,Uncommon,2
d-swsh2-2,Zamazenta,"[""Metal""]",sm1-163,Metal Energy,,18
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-53,Kyogre,Rare Holo,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-53,Kyogre,Rare,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-48,Walrein,Rare,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-47,Sealeo,Uncommon,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-46,Spheal,Common,4
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-41,Whiscash,Rare,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-39,Barboach,Common,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-34,Marshtomp,Uncommon,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-33,Mudkip,Common,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-44,Milotic,Rare,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-43,Feebas,Common,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-31,Seadra,Uncommon,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-30,Horsea,Common,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-27,Combusken,Uncommon,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-25,Torchic,Common,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-20,Vulpix,Common,3
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-122,Acro Bike,Uncommon,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy1-116,Evosoda,Uncommon,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-129,Fresh Water Set,Uncommon,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy1-123,Professor's Letter,Uncommon,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-134,Professor Birch's Observations,Uncommon,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-137,Rough Seas,Uncommon,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy0-38,Switch,,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy5-141,Teammates,Uncommon,1
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy4-107,Tierno,Uncommon,2
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy1-133,Fire Energy,,6
d-xy5-1,Ocean's Core,"[""Water"", ""Fire""]",xy1-134,Water Energy,,12
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-84,Groudon,Rare Holo,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-84,Groudon,Rare,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-76,Rhyperior,Rare,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-75,Rhydon,Uncommon,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-74,Rhyhorn,Common,4
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-81,Medicham,Rare,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-79,Meditite,Common,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-82,Trapinch,Common,3
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-61,Manectric,Rare,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-59,Electrike,Common,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-63,Eelektrik,Uncommon,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-62,Tynamo,Common,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-118,Bibarel,Uncommon,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-116,Bidoof,Common,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-112,Linoone,Uncommon,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-111,Zigzagoon,Common,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-122,Acro Bike,Uncommon,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy1-116,Evosoda,Uncommon,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-129,Fresh Water Set,Uncommon,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy2-93,Pokémon Center Lady,Uncommon,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy2-94,Pokémon Fan Club,Uncommon,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy1-123,Professor's Letter,Uncommon,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-134,Professor Birch's Observations,Uncommon,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-138,Scorched Earth,Uncommon,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy5-141,Teammates,Uncommon,1
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy4-107,Tierno,Uncommon,2
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy1-137,Fighting Energy,,12
d-xy5-2,Earth's Pulse,"[""Fighting"", ""Lightning""]",xy1-135,Lightning Energy,,6
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-35,Pikachu,Common Holo,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-35,Pikachu,Common,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-36,Raichu,Rare,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-38,Magneton,Rare,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-37,Magnemite,Common,3
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-41,Electabuzz,Common,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-39,Voltorb,Common,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-7,Beedrill,Rare,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-6,Kakuna,Uncommon,3
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-5,Weedle,Common,3
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-4,Metapod,Uncommon,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-3,Caterpie,Common,3
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-8,Tangela,Common,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-69,Doduo,Common,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-77,Energy Retrieval,Uncommon,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",g1-62,Evosoda,Uncommon,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",g1-67,Poké Ball,Uncommon,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",g1-68,Pokémon Center Lady,Uncommon,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy10-107,Pokémon Fan Club,Uncommon,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-84,Professor Oak's Hint,Uncommon,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy8-146,Professor's Letter,Uncommon,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-85,Revive,Uncommon,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-88,Switch,Uncommon,1
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy9-112,Tierno,Uncommon,2
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-94,Lightning Energy,,9
d-xy12-1,Pikachu Power,"[""Lightning"", ""Grass""]",xy12-91,Grass Energy,,9
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-51,Mewtwo,Rare Holo,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-51,Mewtwo,Rare,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-45,Nidoking,Rare,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-44,Nidorino,Uncommon,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-43,Nidoran♂,Common,4
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-48,Haunter,Uncommon,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-47,Gastly,Common,3
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-50,Koffing,Uncommon,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-49,Drowzee,Common,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-58,Machoke,Uncommon,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-57,Machop,Common,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-56,Dugtrio,Rare,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-55,Diglett,Common,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-61,Onix,Common,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-54,Sandshrew,Common,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-62,Hitmonchan,Rare,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-77,Energy Retrieval,Uncommon,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy9-100,Great Ball,Uncommon,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",g1-67,Poké Ball,Uncommon,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy10-107,Pokémon Fan Club,Uncommon,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-83,Potion,Uncommon,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-84,Professor Oak's Hint,Uncommon,1
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy8-146,Professor's Letter,Uncommon,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-88,Switch,Uncommon,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy9-112,Tierno,Uncommon,2
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-95,Psychic Energy,,9
d-xy12-2,Mewtwo Mayhem,"[""Psychic"", ""Fighting""]",xy12-96,Fighting Energy,,9
d-base2-1,Water Blast,"[""Water"", ""Fighting""]",base1-59,Poliwag,Common,4
d-base2-1,Water Blast,"[""Water"", ""Fighting""]",base1-38,Poliwhirl,Uncommon,2
d-base2-1,Water Blast,"[""Water"", ""Fighting""]",base1-41,Seel,Uncommon,1
d-base2-1,Water Blast,"[""Water"", ""Fighting""]",base2-12,Vaporeon,Rare Holo,1
d-base2-1,Water Blast,"[""Water"", ""Fighting""]",base1-52,Machop,Common,2
d-base2-1,Water Blast,"[""Water"", ""Fighting""]",base2-61,Rhyhorn,Common,3
d-base2-1,Water Blast,"[""Water"", ""Fighting""]",base2-45,Rhydon,Uncommon,1
d-base2-1,Water Blast,"[""Water"", ""Fighting""]",base2-56,Meowth,Common,4
d-base2-1,Water Blast,"[""Water"", ""Fighting""]",base2-42,Persian,Uncommon,2
